128166385295514663,hm,0,Write,9056014336,2048,2833
128166385295514878,hm,0,Write,11855351808,512,2617
128166385295515175,hm,0,Write,5548077056,4096,2320
128166385301451520,hm,0,Write,3163095040,40960,3438
128166385301453920,hm,0,Write,3154132992,4096,1037
128166385301454075,hm,0,Write,3154128896,4096,883
128166385305515297,hm,0,Write,1444548608,1536,2135
128166385305515377,hm,0,Write,5584445440,1024,2054
128166385315513743,hm,0,Write,8477745152,16384,3625
128166385315514492,hm,0,Write,8477937664,8192,2875
128166385315514500,hm,0,Write,11026329600,4096,2868
128166385315515043,hm,0,Write,369532928,1024,2324
128166385325514552,hm,0,Write,8141848576,4096,2751
128166385325514971,hm,0,Write,6263287808,5632,2333
128166385334109048,hm,0,Write,1023467520,512,1950
128166385334109373,hm,0,Write,1024086016,1024,1626
128166385334109395,hm,0,Write,13532673536,8192,1604
128166385334109535,hm,0,Write,13532667904,5632,1463
128166385334109614,hm,0,Write,1885716480,16384,1385
128166385334109615,hm,0,Write,5938913280,16384,1383
128166385334109652,hm,0,Write,1885716480,16384,1346
128166385334109731,hm,0,Write,1023476224,7680,1267
128166385334109860,hm,0,Write,3154137088,4096,1139
128166385334109933,hm,0,Write,1023475712,512,1065
128166385334109945,hm,0,Write,6172327936,8192,1054
128166385334110010,hm,0,Write,1023473152,2560,988
128166385334110011,hm,0,Write,1023469056,4096,987
128166385334110033,hm,0,Write,1885716480,4096,966
128166385334110059,hm,0,Write,3154132992,4096,939
128166385334110080,hm,0,Write,3163136000,4096,919
128166385334110084,hm,0,Write,3227922432,4096,914
128166385334110106,hm,0,Write,1023483904,4096,892
128166385334110114,hm,0,Write,3154137088,4096,885
128166385334110136,hm,0,Write,1023483904,4096,862
128166385334110137,hm,0,Write,1023483904,4096,861
128166385334110161,hm,0,Write,3154137088,4096,838
128166385334110175,hm,0,Write,3227922432,4096,823
128166385334110196,hm,0,Write,3154132992,4096,802
128166385334110271,hm,0,Write,1023468032,1024,728
128166385334110312,hm,0,Write,1023467520,512,686
128166385334265485,hm,0,Write,200626176,16384,1763
128166385334265553,hm,0,Write,1076269056,1024,1695
128166385334265558,hm,0,Write,1064435712,1024,1689
128166385334265617,hm,0,Write,211292160,16384,1630
128166385334265781,hm,0,Write,293150720,4096,1466
128166385334265814,hm,0,Write,3154132992,4096,1433
128166385334265819,hm,0,Write,209457152,16384,1428
128166385334265833,hm,0,Write,200626176,16384,1414
128166385334265835,hm,0,Write,1042001920,4096,1413
128166385334265846,hm,0,Write,292958208,16384,1402
128166385334265879,hm,0,Write,1068384256,4096,1369
128166385334265884,hm,0,Write,293138432,16384,1364
128166385334265894,hm,0,Write,292958208,16384,1353
128166385334265963,hm,0,Write,1160540160,512,1284
128166385334265997,hm,0,Write,3154137088,4096,1251
128166385334266006,hm,0,Write,292962304,4096,1241
128166385334266038,hm,0,Write,292958208,4096,1209
128166385334266105,hm,0,Write,1024087040,4096,1143
128166385334266121,hm,0,Write,1160540160,512,1126
128166385334266230,hm,0,Write,3163144192,4096,1017
128166385334266259,hm,0,Write,1024091136,3072,989
128166385334266263,hm,0,Write,3154132992,4096,984
128166385334266314,hm,0,Write,1160541184,4096,933
128166385334266324,hm,0,Write,3154137088,4096,924
128166385334266330,hm,0,Write,1064436736,3072,918
128166385334266361,hm,0,Write,3163140096,4096,886
128166385334266390,hm,0,Write,200626176,4096,857
128166385334266395,hm,0,Write,3154132992,4096,853
128166385334266413,hm,0,Write,3154132992,4096,835
128166385334266415,hm,0,Write,3154137088,4096,833
128166385334266430,hm,0,Write,1160545280,4096,818
128166385334266433,hm,0,Write,292958208,4096,814
128166385334266446,hm,0,Write,292958208,4096,801
128166385334266530,hm,0,Write,1023475712,512,718
128166385334266534,hm,0,Write,1160540672,512,713
128166385351452562,hm,0,Write,6334689280,4096,2076
128166385357546157,hm,0,Write,22728704,8192,2191
128166385357546312,hm,0,Write,331210752,8192,2036
128166385357546455,hm,0,Write,1417940992,1536,1893
128166385357546459,hm,0,Write,9186996224,24576,1890
128166385357546461,hm,0,Write,1501065216,16384,1888
128166385357546478,hm,0,Write,9186996224,24576,1870
128166385357546578,hm,0,Write,1500917760,24576,1770
128166385357546582,hm,0,Write,1500917760,24576,1767
128166385357546639,hm,0,Write,1500958720,8192,1710
128166385357546640,hm,0,Write,1417940992,1536,1708
128166385357546732,hm,0,Write,864067584,8192,1616
128166385357546763,hm,0,Write,1501089792,8192,1586
128166385357546826,hm,0,Write,5770559488,8192,1522
128166385357546848,hm,0,Write,250417152,8192,1500
128166385357546875,hm,0,Write,663928832,4096,1474
128166385357546958,hm,0,Write,1501065216,16384,1390
128166385357546981,hm,0,Write,663928832,4096,1367
128166385357547039,hm,0,Write,22982656,8192,1310
128166385357547140,hm,0,Write,3163148288,4096,1209
128166385357547183,hm,0,Write,1501089792,8192,1165
128166385357547224,hm,0,Write,331210752,8192,1124
128166385357547265,hm,0,Write,864067584,8192,1083
128166385357547275,hm,0,Write,432615424,4096,1073
128166385357547280,hm,0,Write,22728704,8192,1069
128166385357547285,hm,0,Write,5770559488,8192,1064
128166385357547287,hm,0,Write,22982656,8192,1062
128166385357547290,hm,0,Write,1500958720,8192,1058
128166385357547309,hm,0,Write,250417152,8192,1040
128166385357547325,hm,0,Write,432615424,4096,1023
128166385357547445,hm,0,Write,3154132992,4096,904
128166385357547467,hm,0,Write,3154137088,4096,882
128166385357547517,hm,0,Write,3154132992,4096,831
128166385357547519,hm,0,Write,3154137088,4096,829
128166385368421959,hm,0,Read,1898643456,4096,63820
128166385396608927,hm,0,Write,1064435712,1024,1671
128166385396609047,hm,0,Write,1076269056,1024,1551
128166385396609151,hm,0,Write,200626176,16384,1448
128166385396609156,hm,0,Write,1024087040,4096,1443
128166385396609170,hm,0,Write,200953856,16384,1428
128166385396609170,hm,0,Write,1023475712,512,1428
128166385396609176,hm,0,Write,211292160,16384,1423
128166385396609186,hm,0,Write,200626176,16384,1412
128166385396609187,hm,0,Write,1024086016,1024,1412
128166385396609200,hm,0,Write,1042001920,4096,1399
128166385396609216,hm,0,Write,210767872,16384,1383
128166385396609332,hm,0,Write,1068384256,1024,1267
128166385396609347,hm,0,Write,3154132992,4096,1252
128166385396609357,hm,0,Write,1068385280,3072,1242
128166385396609393,hm,0,Write,3154137088,4096,1206
128166385396609496,hm,0,Write,1023476224,7680,1103
128166385396609521,hm,0,Write,3163152384,4096,1078
128166385396609613,hm,0,Write,1023475712,512,986
128166385396609619,hm,0,Write,1064436736,3072,980
128166385396609628,hm,0,Write,1024091136,3072,970
128166385396609673,hm,0,Write,3154132992,4096,925
128166385396609714,hm,0,Write,3154137088,4096,885
128166385396609731,hm,0,Write,200626176,4096,868
128166385401451051,hm,0,Write,3163156480,36864,3267
128166385401453381,hm,0,Write,3154137088,4096,937
128166385401453484,hm,0,Write,3154124800,4096,833
128166385405514881,hm,0,Write,1612193792,4096,1910
128166385415514708,hm,0,Write,8477757440,4096,2020
128166385425514615,hm,0,Write,11812225024,4096,2048
128166385432702037,hm,0,Write,835952640,8192,2081
128166385432702235,hm,0,Write,5770657792,16384,1883
128166385432702251,hm,0,Write,5770633216,8192,1867
128166385432702384,hm,0,Write,702128128,1536,1733
128166385432702398,hm,0,Write,702128128,1536,1719
128166385432702562,hm,0,Write,1609121792,8192,1555
128166385432702610,hm,0,Write,5770682368,8192,1507
128166385432702735,hm,0,Write,5770657792,16384,1383
128166385432702750,hm,0,Write,1316483072,4096,1367
128166385432702750,hm,0,Write,1316483072,4096,1368
128166385432702771,hm,0,Write,1159499776,8192,1346
128166385432702775,hm,0,Write,3154132992,4096,1342
128166385432702871,hm,0,Write,3163193344,4096,1247
128166385432702936,hm,0,Write,980865024,8192,1181
128166385432702969,hm,0,Write,5770592256,8192,1148
128166385432702983,hm,0,Write,9029505024,8192,1135
128166385432702986,hm,0,Write,1829322752,8192,1132
128166385432702999,hm,0,Write,1829322752,8192,1119
128166385432703038,hm,0,Write,1159499776,8192,1080
128166385432703048,hm,0,Write,9029505024,8192,1070
128166385432703054,hm,0,Write,5770608640,8192,1063
128166385432703058,hm,0,Write,5770633216,8192,1059
128166385432703061,hm,0,Write,1192382464,8192,1057
128166385432703066,hm,0,Write,5770592256,8192,1052
128166385432703067,hm,0,Write,5770682368,8192,1050
128166385432703068,hm,0,Write,5770608640,8192,1049
128166385432703071,hm,0,Write,1609121792,8192,1046
128166385432703074,hm,0,Write,980865024,8192,1043
128166385432703075,hm,0,Write,835952640,8192,1042
128166385432703098,hm,0,Write,1192382464,8192,1020
128166385432703111,hm,0,Write,571084800,4096,1006
128166385432703126,hm,0,Write,571084800,4096,991
128166385432703228,hm,0,Write,3154132992,4096,890
128166385432703241,hm,0,Write,3154137088,4096,877
128166385435514556,hm,0,Write,177774592,4096,2043
128166385445514970,hm,0,Write,6263291904,1536,1565
128166385451450738,hm,0,Write,3163197440,36864,3259
128166385451453057,hm,0,Write,3154137088,4096,940
128166385451453151,hm,0,Write,3154128896,4096,846
128166385475514034,hm,0,Write,12603961344,4096,2310
128166385475514124,hm,0,Write,1023483904,4096,2219
128166385485514242,hm,0,Write,590073856,4096,2038
128166385495513988,hm,0,Write,8477757440,8192,2227
128166385501450376,hm,0,Write,3163234304,36864,3301
128166385501452742,hm,0,Write,3154132992,4096,936
128166385501452836,hm,0,Write,3154124800,4096,841
128166385505514210,hm,0,Write,3267239936,4096,1942
128166385505515240,hm,0,Write,3282030592,4096,912
128166385505515283,hm,0,Write,3224608768,4096,868
